artist,lot,address,image,title,date,type,size,estimate_price,hammer_price,auction_house
/artist/8595/marlene-dumas/,263,/artist/8595/marlene-dumas/print-multiple/20139906/dorothy-d-lite,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MDEyODM4MTIwMjM3MTE1Mi0=/NjY4Mjk2OTE3MjM3MTQ0MzA2MDEt/OTkzMDYyNjA1OTEzNzAwNTM2NTEt/sml,Dorothy D-lite,(1999),"Print-Multiple, Lithograph in colors,","39 1/6 , 21 5/8","4435,6653",7762,"Adams Amsterdam Auctions,Netherlands"
/artist/8595/marlene-dumas/,264,/artist/8595/marlene-dumas/print-multiple/20139909/leeftijd-onbepaald-age-indefinite,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MDE0NDk2ODYzMzc2OTQ4Mi0=/MTA3NzgyNzI5Mjc0MDEwMDE3MS0=/MDE5NDAwODgyNjQ4MDQzNTAzLQ==/sml,Leeftijd onbepaald [Age indefinite],(2003),"Print-Multiple, Offset lithograph,","17 3/4 , 13 3/4","3326,5544",4879,"Adams Amsterdam Auctions,Netherlands"
/artist/8595/marlene-dumas/,731,/artist/8595/marlene-dumas/drawing-watercolor/19982205/back,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MjI3OTIwNDY0NDk4NjA2NTQt/ODU2MTk2NTExNjgzMDk3NDg1MzEt/MjgyOTcyMDkzODA5MTUzMTU0NC0=/sml,"""Back""",(1993),"Drawing-Watercolor, Indian ink,","9 5/8 , 7 5/8","13224,16530",,"Grisebach,Germany"
/artist/8595/marlene-dumas/,522,/artist/8595/marlene-dumas/print-multiple/20060193/sexual-organs-flying-in-the-air,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MzA0MjczOTI2NjEwMTkzMTYt/NDQ0OTUwODM5NzMwODc3OTUwNy0=/OTM1MzQwNzQzOTA0OTQ1MDI3NDEt/sml,Sexual organs flying in the air,(1989),"Print-Multiple, Lithograph,","5 1/3 , 10 7/8","330,550",715,"Van Ham Kunstauktionen,Germany"
/artist/8595/marlene-dumas/,214,/artist/8595/marlene-dumas/drawing-watercolor/19947639/shadow-of-doubt-memory-schets-naar-twee-tekeningen-een-op-een-sketch-after-two-drawings-one-on-one,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/ODUyODU1MjU0ODI3Mjk0MDcxLQ==/MzkwNTQ2OTAzOTIxMjc0NjkxNi0=/ODI4NDk3OTE1MzAwMjAxMTMwMzEt/sml,"Shadow of Doubt - Memory (Schets naar twee tekeningen één-op-
                ...",(1992),"Drawing-Watercolor, Ink,","8 1/2 , 15","5510,7714",12122,"Christie's,Netherlands"
/artist/8595/marlene-dumas/,232,/artist/8595/marlene-dumas/drawing-watercolor/19947699/copy-of-a-model-naomi-campbell,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/NjA2NTU1MDg4NDY1NjIyMTIxLQ==/NzczNzQwNTE0NTU4Mjg1NjcyMjEt/MDQ2OTE4Nzk4MjA4MDQ3NzM3LQ==/sml,Copy of a Model (Naomi Campbell),(1996),"Drawing-Watercolor, Watercolour,","9 7/8 , 7 7/8","16530,22040",33061,"Christie's,Netherlands"
/artist/8595/marlene-dumas/,45,/artist/8595/marlene-dumas/painting/19947105/the-edge,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MzYxODM4MzM5OTcxNjUyMjct/MzU3NTk1NzI4NzExNTY2Mzc2NS0=/NTg1MjExNTM5MTUyODU1NDAyOS0=/sml,The Edge,(1991),"Painting, Oil/canvas,","23 5/8 , 19 5/8","110088,165132",209168,"Christie's,Netherlands"
/artist/8595/marlene-dumas/,46,/artist/8595/marlene-dumas/drawing-watercolor/19947108/schetsen-na-evidence-of-virtue,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MDI1MzkxNzc2MTEzNzc5NC0=/NzM5NjgwMDgyODI4MzYxNjM3MTEt/MjQyNDkxNjgxMDgwMDg5MzE4My0=/sml,Schetsen ná 'Evidence of Virtue',(1992),"Drawing-Watercolor, Ink,","18 1/8 , 19 5/8","16513,22017",,"Christie's,Netherlands"
/artist/8595/marlene-dumas/,63,/artist/8595/marlene-dumas/print-multiple/20088546/imitating-the-fathers,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/OTQ5OTYyMzAzNDQ0ODczMjkxLQ==/MjYwODYwNTM0NzI0MTg4ODMxNC0=/ODkwMjAwMDQ4Mjg4MjgxMzEwNDEt/sml,Imitating the Fathers,(1989),"Print-Multiple, Lithograph,","19 1/2 , 24 3/4","1084,1219",1897,"Strauss & Co,South Africa"
/artist/8595/marlene-dumas/,444,/artist/8595/marlene-dumas/painting/19895346/blue-movie,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MTg4MjQwMDg4OTUyMDk1NzMt/MDk5NDgwMDM4MjUwNzEzODc1MS0=/NTkxMzkxODgzMDMwMTQyMjAzOS0=/sml,"""Blue Movie""",(2008),"Painting, Oil/canvas,","15 3/4 , 19 5/8","500000,700000",1200000,"Sotheby's,United States"
/artist/8595/marlene-dumas/,497,/artist/8595/marlene-dumas/drawing-watercolor/19895502/the-boy-next-door,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/MTM5MDQ4NDg0MjEyMTQ3NzIt/MDYxMDIwNTk3NTQ2NDgwODY5LQ==/NzIxMzUwMzIzNjA0OTc0NjQzMTEt/sml,"""The Boy Next Door""",(2001),"Drawing-Watercolor, Ink,","90 1/4 , 35 3/8","400000,600000",360000,"Sotheby's,United States"
/artist/8595/marlene-dumas/,49,/artist/8595/marlene-dumas/painting/19877796/thumbsucker,https://imgprivate2.artprice.com/lots/NjM4MjExODEzNjU0Njk3NDgyMS0=/ODA0NDg4MjE4NDI5MjM4OTUxLQ==/MzEwMzc1MjgwODE2MDQ0NDI5NC0=/NTIxNzE3NDk3OTYzMDMxMTAyOC0=/sml,Thumbsucker,(1994),"Painting, Oil/canvas,","78 3/4 , 39 3/8","1200000,1800000",1600000,"Sotheby's,United States"
/artist/8595/marlene-dumas/,480,/artist/8595/marlene-dumas/drawing-watercolor/19912644/little-boy?p=2,https://imgprivate2.artprice.com/lots/MDM0MDQ0NDAwNjAxMjM0ODYt/Mzk3NjY4NDQ2OTYyNTMyOTct/MDM2MzEzMjU4MzUwOTEwNjc1LQ==/NTgxMDUwODM4MzU1NjU1NjMxOS0=/sml,"""Little Boy""",(1991),"Drawing-Watercolor, Watercolour/paper,","13 , 7 1/2","12000,18000",16000,"Phillips,United States"
/artist/8595/marlene-dumas/,183,/artist/8595/marlene-dumas/print-multiple/19819131/a-long-silence?p=2,https://imgprivate2.artprice.com/lots/MDM0MDQ0NDAwNjAxMjM0ODYt/OTY5OTY2OTEyOTMyMTI3MTkxLQ==/MzMwNjcxMTE3MjkxNDM1NjQyNS0=/MDUxMzkxNDcxNTkxNzkzNzA4LQ==/sml,A Long Silence,(1989),"Print-Multiple, Lithograph,","9 7/8 , 9 7/8","547,1095",1369,"Russell Kaplan Auctioneers,South Africa"
/artist/8595/marlene-dumas/,65,/artist/8595/marlene-dumas/drawing-watercolor/19702521/the-muse?p=2,https://imgprivate2.artprice.com/lots/MDM0MDQ0NDAwNjAxMjM0ODYt/ODM0MTAwMTQ5MTM2NjQwMzYxLQ==/NDk2OTEzMDUwMjM2MDEyNDg4Ny0=/MTc4ODUwNTQxODgxMDAwODA4Mi0=/sml,The Muse,(1986),"Drawing-Watercolor, Watercolour/paper,","12 3/8 , 9 1/2","8866,11082",8866,"Venduehuis der Notarissen te's-Gravenhage,Netherlands"
/artist/8595/marlene-dumas/,619,/artist/8595/marlene-dumas/print-multiple/19673493/schets-voor-een-monument-voor-de-vrede?p=2,https://imgprivate2.artprice.com/lots/MDM0MDQ0NDAwNjAxMjM0ODYt/Mjc5NDEyNjc5Mjc5NTI0NDUt/Nzg1MDAwMDUwNDA3MTQyNTU0MjEt/MTQ5MTk1MTI1NTY3NTQ5MTQzMi0=/sml,Schets voor een monument voor de Vrede,(1993),"Print-Multiple, Lithograph,","7 1/2 , 7 1/2","1101,1651",936,"Van Ham Kunstauktionen,Germany"
